álbum;musica;letra
Dois;Eduardo e Mônica;É quase duas, eu vou me ferrar
Dois;Eduardo e Mônica;Eduardo e Mônica trocaram telefone
Dois;Eduardo e Mônica;Depois telefonaram e decidiram se encontrar
Dois;Eduardo e Mônica;O Eduardo sugeriu uma lanchonete
Dois;Eduardo e Mônica;Mas a Mônica queria ver o filme do Godard
Dois;Eduardo e Mônica;Se encontraram, então, no parque da cidade
Dois;Eduardo e Mônica;A Mônica de moto e o Eduardo de camelo
Dois;Eduardo e Mônica;O Eduardo achou estranho e melhor não comentar
Dois;Eduardo e Mônica;Mas a menina tinha tinta no cabelo
Dois;Eduardo e Mônica;Eduardo e Mônica eram nada parecidos
Dois;Eduardo e Mônica;Ela era de Leão e ele tinha dezesseis
Dois;Eduardo e Mônica;Ela fazia Medicina e falava alemão
Dois;Eduardo e Mônica;E ele ainda nas aulinhas de inglês
Dois;Eduardo e Mônica;Ela gostava do Bandeira e do Bauhaus
Dois;Eduardo e Mônica;Van Gogh e dos Mutantes, de Caetano e de Rimbaud
Dois;Eduardo e Mônica;E o Eduardo gostava de novela
Dois;Eduardo e Mônica;E jogava futebol de botão com seu avô
Dois;Eduardo e Mônica;Ela falava coisas sobre o Planalto Central
Dois;Eduardo e Mônica;Também magia e meditação
Dois;Eduardo e Mônica;E o Eduardo ainda tava no esquema
Dois;Eduardo e Mônica;Escola, cinema, clube, televisão
Dois;Eduardo e Mônica;E mesmo com tudo diferente, veio mesmo, de repente
Dois;Eduardo e Mônica;Uma vontade de se ver
Dois;Eduardo e Mônica;E os dois se encontravam todo dia
Dois;Eduardo e Mônica;E a vontade crescia, como tinha de ser
Dois;Eduardo e Mônica;Eduardo e Mônica fizeram natação, fotografia
Dois;Eduardo e Mônica;Teatro, artesanato, e foram viajar
Dois;Eduardo e Mônica;A Mônica explicava pro Eduardo
Dois;Eduardo e Mônica;Coisas sobre o céu, a terra, a água e o ar
Dois;Eduardo e Mônica;Ele aprendeu a beber, deixou o cabelo crescer
Dois;Eduardo e Mônica;E decidiu trabalhar (não!)
Dois;Eduardo e Mônica;E ela se formou no mesmo mês
Dois;Eduardo e Mônica;Que ele passou no vestibular
Dois;Eduardo e Mônica;E os dois comemoraram juntos
Dois;Eduardo e Mônica;E também brigaram juntos muitas vezes depois
Dois;Eduardo e Mônica;E todo mundo diz que ele completa ela
Dois;Eduardo e Mônica;E vice-versa, que nem feijão com arroz
Dois;Eduardo e Mônica;Construíram uma casa há uns dois anos atrás
Dois;Eduardo e Mônica;Mais ou menos quando os gêmeos vieram
Dois;Eduardo e Mônica;Batalharam grana, seguraram legal
Dois;Eduardo e Mônica;A barra mais pesada que tiveram
Dois;Eduardo e Mônica;Eduardo e Mônica voltaram pra Brasília
Dois;Eduardo e Mônica;E a nossa amizade dá saudade no verão
Dois;Eduardo e Mônica;Só que nessas férias, não vão viajar
Dois;Eduardo e Mônica;Porque o filhinho do Eduardo tá de recuperação
Dois;Eduardo e Mônica;E quem um dia irá dizer
Dois;Eduardo e Mônica;Que existe razão
Dois;Eduardo e Mônica;Nas coisas feitas pelo coração?
Dois;Eduardo e Mônica;E quem irá dizer
Dois;Eduardo e Mônica;Que não existe razão?
Dois;Central do Brasil;-Instrumental-
Dois;Tempo Perdido;Todos os dias quando acordo
Dois;Tempo Perdido;Não tenho mais o tempo que passou
Dois;Tempo Perdido;Mas tenho muito tempo
Dois;Tempo Perdido;Temos todo o tempo do mundo
Dois;Tempo Perdido;Todos os dias antes de dormir
Dois;Tempo Perdido;Lembro e esqueço como foi o dia
Dois;Tempo Perdido;Sempre em frente
Dois;Tempo Perdido;Não temos tempo a perder
Dois;Tempo Perdido;Nosso suor sagrado
Dois;Tempo Perdido;É bem mais belo que esse sangue amargo
Dois;Tempo Perdido;E tão sério
Dois;Tempo Perdido;E selvagem
Dois;Tempo Perdido;Selvagem
Dois;Tempo Perdido;Selvagem
Dois;Tempo Perdido;Veja o sol dessa manhã tão cinza
Dois;Tempo Perdido;A tempestade que chega é da cor dos teus olhos
Dois;Tempo Perdido;Castanhos
Dois;Tempo Perdido;Então me abraça forte
Dois;Tempo Perdido;Me diz mais uma vez que já estamos
Dois;Tempo Perdido;Distantes de tudo
Dois;Tempo Perdido;Temos nosso próprio tempo
Dois;Tempo Perdido;Temos nosso próprio tempo
Dois;Tempo Perdido;Temos nosso próprio tempo
Dois;Tempo Perdido;Não tenho medo do escuro
Dois;Tempo Perdido;Mas deixe as luzes
Dois;Tempo Perdido;Acesas agora
Dois;Tempo Perdido;O que foi escondido
Dois;Tempo Perdido;É o que se escondeu
Dois;Tempo Perdido;E o que foi prometido
Dois;Tempo Perdido;Ninguém prometeu
Dois;Tempo Perdido;Nem foi tempo perdido
Dois;Tempo Perdido;Somos tão jovens
Dois;Tempo Perdido;Tão jovens
Dois;Tempo Perdido;Tão jovens
Dois;Metrópole;É sangue mesmo, não é Merthiolate
Dois;Metrópole;E todos querem ver e comentar a novidade
Dois;Metrópole;É tão emocionante um acidente de verdade
Dois;Metrópole;Estão todos satisfeitos com o sucesso do desastre
Dois;Metrópole;Vai passar na televisão
Dois;Metrópole;Vai passar na televisão
Dois;Metrópole;Por gentileza, aguarde um momento
Dois;Metrópole;Sem carteirinha não tem atendimento
Dois;Metrópole;Carteira de trabalho assinada, sim senhor
Dois;Metrópole;Olha o tumulto: façam fila por favor
Dois;Metrópole;Todos com a documentação
Dois;Metrópole;Todos com a documentação
Dois;Metrópole;Quem não tem senha não tem lugar marcado
Dois;Metrópole;Eu sinto muito mas já passa do horário
Dois;Metrópole;Entendo seu problema mas não posso resolver
Dois;Metrópole;É contra o regulamento, está bem aqui, pode ver
Dois;Metrópole;Ordens são ordens
Dois;Metrópole;Ordens são ordens
Dois;Metrópole;Ordens são ordens
Dois;Metrópole;Ordens são ordens
Dois;Metrópole;Ordens são ordens
Dois;Metrópole;Ordens são ordens
Dois;Metrópole;Em todo caso já temos sua ficha
Dois;Metrópole;Só falta o recibo comprovando residência
Dois;Metrópole;Pra limpar todo esse sangue, chamei a faxineira
Dois;Metrópole;E agora eu já vou indo senão perco a novela
Dois;Metrópole;E eu não quero ficar na mão
Dois;Metrópole;E eu não quero ficar na mão
Dois;Metrópole;E eu não quero ficar na mão
Dois;Metrópole;E eu não quero ficar na mão
Dois;Plantas Embaixo do Aquário;Aceite o desafio
Dois;Plantas Embaixo do Aquário;E provoque o desempate
Dois;Plantas Embaixo do Aquário;Desarme a armadilha
Dois;Plantas Embaixo do Aquário;E desmonte o disfarce
Dois;Plantas Embaixo do Aquário;Se afaste do abismo
Dois;Plantas Embaixo do Aquário;Faça do bom-senso a nova ordem
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Pense só um pouco
Dois;Plantas Embaixo do Aquário;Não há nada de novo
Dois;Plantas Embaixo do Aquário;Você vive insatisfeito
Dois;Plantas Embaixo do Aquário;E não confia em ninguém
Dois;Plantas Embaixo do Aquário;E não acredita em nada
Dois;Plantas Embaixo do Aquário;E agora é só cansaço
Dois;Plantas Embaixo do Aquário;E falta de vontade
Dois;Plantas Embaixo do Aquário;Mas faça do bom-senso a nova ordem
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Plantas Embaixo do Aquário;Não deixe a guerra começar
Dois;Música Urbana 2;Em cima dos telhados as antenas de TV tocam música urbana,
Dois;Música Urbana 2;Nas ruas os mendigos com esparadrapos podres
Dois;Música Urbana 2;cantam música urbana,
Dois;Música Urbana 2;Motocicletas querendo atenção às três da manhã -
Dois;Música Urbana 2;É só música urbana.
Dois;Música Urbana 2;Os PMs armados e as tropas de choque vomitam música urbana
Dois;Música Urbana 2;E nas escolas as crianças aprendem a repertir a música urbana.
Dois;Música Urbana 2;Nos bares os viciados sempre tentam conseguir a música urbana.
Dois;Música Urbana 2;O vento forte, seco e sujo em cantos de concreto
Dois;Música Urbana 2;Parece música urbana.
Dois;Música Urbana 2;E a matilha de crianças sujas no meio da rua -
Dois;Música Urbana 2;Música urbana.
Dois;Música Urbana 2;E nos pontos de ônibus estão todos ali: música urbana.
Dois;Música Urbana 2;Os uniformes
Dois;Música Urbana 2;Os cartazes
Dois;Música Urbana 2;Os cinemas
Dois;Música Urbana 2;E os lares
Dois;Música Urbana 2;Nas favelas
Dois;Música Urbana 2;Coberturas
Dois;Música Urbana 2;Quase todos os lugares.
Dois;Música Urbana 2;E mais uma criança nasceu.
Dois;Música Urbana 2;Não há mais mentiras nem verdades aqui
Dois;Música Urbana 2;Só há música urbana.
Dois;Música Urbana 2;Yeah, Música urbana.
Dois;Música Urbana 2;Oh Ohoo, Música urbana.
Dois;Andrea Doria;Às vezes, parecia que, de tanto acreditar
Dois;Andrea Doria;Em tudo que achávamos tão certo
Dois;Andrea Doria;Teríamos o mundo inteiro e até um pouco mais
Dois;Andrea Doria;Faríamos floresta do deserto
Dois;Andrea Doria;E diamantes de pedaços de vidro
Dois;Andrea Doria;Mas percebo agora que o teu sorriso
Dois;Andrea Doria;É indiferente
Dois;Andrea Doria;Quase parecendo te ferir
Dois;Andrea Doria;Não queria te ver assim
Dois;Andrea Doria;Quero a tua força como era antes
Dois;Andrea Doria;O que tens é só teu
Dois;Andrea Doria;E de nada vale fugir e não sentir mais nada
Dois;Andrea Doria;Às vezes, parecia que era só improvisar
Dois;Andrea Doria;E o mundo, então, seria um livro aberto
Dois;Andrea Doria;Até chegar o dia em que tentamos ter demais
Dois;Andrea Doria;Vendendo fácil o que não tinha preço
Dois;Andrea Doria;Eu sei, é tudo sem sentido
Dois;Andrea Doria;Quero ter alguém com quem conversar
Dois;Andrea Doria;Alguém que depois
Dois;Andrea Doria;Não use o que eu disse contra mim
Dois;Andrea Doria;Nada mais vai me ferir, é que eu já me acostumei
Dois;Andrea Doria;Com a estrada errada que eu segui e com a minha própria lei
Dois;Andrea Doria;Tenho o que ficou
Dois;Andrea Doria;E tenho sorte até demais como sei que tens também
Dois;Fábrica;Nosso dia vai chegar
Dois;Fábrica;Teremos nossa vez
Dois;Fábrica;Não é pedir demais
Dois;Fábrica;Quero justiça
Dois;Fábrica;Quero trabalhar em paz
Dois;Fábrica;Não é muito o que lhe peço
Dois;Fábrica;Eu quero um trabalho honesto
Dois;Fábrica;Em vez de escravidão
Dois;Fábrica;Deve haver algum lugar
Dois;Fábrica;Onde o mais forte
Dois;Fábrica;Não consegue escravizar
Dois;Fábrica;Quem não tem chance
Dois;Fábrica;De onde vem a indiferença
Dois;Fábrica;Temperada a ferro e fogo?
Dois;Fábrica;Quem guarda os portões
Dois;Fábrica;Da fábrica?
Dois;Fábrica;O céu já foi azul
Dois;Fábrica;Mas agora é cinza
Dois;Fábrica;O que era verde aqui
Dois;Fábrica;Já não existe mais
Dois;Fábrica;Quem me dera acreditar
Dois;Fábrica;Que não acontece nada
Dois;Fábrica;De tanto brincar com fogo
Dois;Fábrica;Que venha o fogo então
Dois;Fábrica;Esse ar deixou minha vista cansada
Dois;Fábrica;Nada demais
Dois;Índios;Quem me dera ao menos uma vez
Dois;Índios;Ter de volta todo o ouro que entreguei a quem
Dois;Índios;Conseguiu me convencer que era prova de amizade
Dois;Índios;Se alguém levasse embora até o que eu não tinha
Dois;Índios;Quem me dera ao menos uma vez
Dois;Índios;Esquecer que acreditei que era por brincadeira
Dois;Índios;Que se cortava sempre um pano de chão
Dois;Índios;De linho nobre e pura seda
Dois;Índios;Quem me dera ao menos uma vez
Dois;Índios;Explicar o que ninguém consegue entender
Dois;Índios;Que o que aconteceu ainda está por vir
Dois;Índios;E o futuro não é mais como era antigamente
Dois;Índios;Quem me dera ao menos uma vez
Dois;Índios;Provar que quem tem mais do que precisa ter
Dois;Índios;Quase sempre se convence que não tem o bastante
Dois;Índios;Fala demais por não ter nada a dizer
Dois;Índios;Quem me dera ao menos uma vez
Dois;Índios;Que o mais simples fosse visto como o mais importante
Dois;Índios;Mas nos deram espelhos
Dois;Índios;E vimos um mundo doente
Dois;Índios;Quem me dera ao menos uma vez
Dois;Índios;Entender como um só Deus ao mesmo tempo é três
Dois;Índios;E esse mesmo Deus foi morto por vocês
Dois;Índios;É só maldade então, deixar um Deus tão triste
Dois;Índios;Eu quis o perigo e até sangrei sozinho, entenda
Dois;Índios;Assim pude trazer você de volta pra mim
Dois;Índios;Quando descobri que é sempre só você
Dois;Índios;Que me entende do início ao fim
Dois;Índios;E é só você que tem a
Dois;Índios;Cura pro meu vício de insistir
Dois;Índios;Nessa saudade que eu sinto
Dois;Índios;De tudo que eu ainda não vi
Dois;Índios;Quem me dera ao menos uma vez
Dois;Índios;Acreditar por um instante em tudo que existe
Dois;Índios;Acreditar que o mundo é perfeito
Dois;Índios;E que todas as pessoas são felizes
Dois;Índios;Quem me dera ao menos uma vez
Dois;Índios;Fazer com que o mundo saiba que seu nome
Dois;Índios;Está em tudo e mesmo assim
Dois;Índios;Ninguém lhe diz ao menos obrigado
Dois;Índios;Quem me dera ao menos uma vez
Dois;Índios;Como a mais bela tribo
Dois;Índios;Dos mais belos índios
Dois;Índios;Não ser atacado por ser inocente
Dois;Índios;Eu quis o perigo e até sangrei sozinho, entenda
Dois;Índios;Assim pude trazer você de volta pra mim
Dois;Índios;Quando descobri que é sempre só você
Dois;Índios;Que me entende do início ao fim
Dois;Índios;E é só você que tem a
Dois;Índios;Cura pro meu vício de insistir
Dois;Índios;Nessa saudade que eu sinto
Dois;Índios;De tudo que eu ainda não vi
Dois;Índios;Nos deram espelhos e vimos um mundo doente
Dois;Índios;Tentei chorar e não consegui
Que País É Este;Que País É Esse;Nas favelas, no Senado
Que País É Este;Que País É Esse;Sujeira pra todo lado
Que País É Este;Que País É Esse;Ninguém respeita a Constituição
Que País É Este;Que País É Esse;Mas todos acreditam no futuro da nação
Que País É Este;Que País É Esse;Que país é esse?
Que País É Este;Que País É Esse;Que país é esse?
Que País É Este;Que País É Esse;Que país é esse?
Que País É Este;Que País É Esse;No Amazonas, no Araguaia-ia-ia
Que País É Este;Que País É Esse;Na Baixada Fluminense
Que País É Este;Que País É Esse;Mato Grosso, Minas Gerais
Que País É Este;Que País É Esse;E no Nordeste tudo em paz
Que País É Este;Que País É Esse;Na morte, eu descanso
Que País É Este;Que País É Esse;Mas o sangue anda solto
Que País É Este;Que País É Esse;Manchando os papéis
Que País É Este;Que País É Esse;Documentos fiéis
Que País É Este;Que País É Esse;Ao descanso do patrão
Que País É Este;Que País É Esse;Que país é esse?
Que País É Este;Que País É Esse;Que país é esse?
Que País É Este;Que País É Esse;Que país é esse?
Que País É Este;Que País É Esse;Que país é esse?
Que País É Este;Que País É Esse;Terceiro mundo se for
Que País É Este;Que País É Esse;Piada no exterior
Que País É Este;Que País É Esse;Mas o Brasil vai ficar rico
Que País É Este;Que País É Esse;Vamos faturar um milhão
Que País É Este;Que País É Esse;Quando vendermos todas as almas
Que País É Este;Que País É Esse;Dos nossos índios num leilão
Que País É Este;Que País É Esse;Que país é esse?
Que País É Este;Que País É Esse;Que país é esse?
Que País É Este;Que País É Esse;Que país é esse?
Que País É Este;Que País É Esse;Que país é esse?
Que País É Este;Conexão Amazônica;Estou cansado de ouvir falar
Que País É Este;Conexão Amazônica;Em Freud, Jung, Engels, Marx
Que País É Este;Conexão Amazônica;Intrigas intelectuais
Que País É Este;Conexão Amazônica;Rodando em mesa de bar
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah, yeah, yeah
Que País É Este;Conexão Amazônica;O que eu quero eu não tenho
Que País É Este;Conexão Amazônica;O que eu não tenho eu quero ter
Que País É Este;Conexão Amazônica;Não posso ter o que eu quero
Que País É Este;Conexão Amazônica;E acho que isso não tem nada a ver
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Os tambores da selva já começaram a rufar
Que País É Este;Conexão Amazônica;Os tambores da selva já começaram a rufar
Que País É Este;Conexão Amazônica;A cocaína não vai chegar
Que País É Este;Conexão Amazônica;A cocaína não vai chegar
Que País É Este;Conexão Amazônica;Conexão amazônica está interrompida
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah
Que País É Este;Conexão Amazônica;Yeah, yeah, yeah, yeah, yeah
Que País É Este;Conexão Amazônica;E você quer ficar maluco sem dinheiro e acha que está tudo bem
